kwtts001001001_0	整理床单位
ttskw00009946	这两天换衣服
ttskw00009947	擦擦嘴擦擦擦擦一擦嘴
ttskw00009948	擦擦手擦擦
ttskw00009949	垫毛巾垫围巾
ttskw00009950	我要买点药擦一擦
ttskw00009951	擦脸面霜嗯
ttskw00009952	明天早上就出来开空调睡觉啊
ttskw00009953	但是小男孩穿运动服不太好看
ttskw00009954	先擦擦耳后再
ttskw00009955	擦擦脸脸庞
ttskw00009956	换被罩换床铺
ttskw00009957	梳头梳头发
ttskw00009958	擦点香粉
ttskw00009959	我做跟我做跟我学另一里说了一下
ttskw00009960	婚庆衣服换条裤子穿衣服穿衣服
ttskw00009961	婚庆衣服婚条裤子脱衣服
ttskw00009962	手脚能抬起来吧
ttskw00009963	生活治理能力训练能不能站起来
ttskw00009964	穿件衣服
ttskw00009965	穿件衣服穿条裤子穿裤子穿衣服
ttskw00009966	我们把那个擦擦这个水冷不冷啊
ttskw00009967	宝宝啊挺舒服的啊
ttskw00009968	然后眼睛真的我们冲冲干净
ttskw00009969	我们把头洗一洗啊
ttskw00009970	头发把头发洗干净了啊
ttskw00009971	阿婆洗个头洗看看身
ttskw00009972	我给你头发头发上抹一点洗发水唉
ttskw00009973	喝点汤我们就洗头了
ttskw00009974	我这个手势的力道可以
ttskw00009975	好重要是太重了
ttskw00009976	把头发吹一吹的是吧
ttskw00009977	低成风吹一吹啊
ttskw00009978	给苍苍过来给你揉揉肩膀啊
ttskw00009979	帮我给你揉揉肩膀啊
ttskw00009980	我给你揉一揉揉揉
ttskw00009981	今晚再给你揉揉啊腿
ttskw00009982	我们就按按肩膀了啊
ttskw00009983	就这样给你拍打拍打肩膀手脚
ttskw00009984	再给你揉可以吧啊
ttskw00009985	再给你拍打拍打粉色
ttskw00009986	我下次再帮你按
ttskw00009987	对肩膀给你放松一下
ttskw00009988	给你擦擦擦好摸摸看啊
ttskw00009989	然后我给你擦擦脸好不好
ttskw00009990	大头儿子头发给你数数啊
ttskw00009991	把你门关起来啊
ttskw00009992	换条裤子穿衣服穿裤子脱
ttskw00009993	条裤子穿衣服穿裤子
ttskw00009994	擦一擦干
ttskw00009995	能站起来能不能走路能不能坐起来
ttskw00009996	能不能坐起来手将它抬起来嘛
ttskw00009997	洗衣脚泡泡脚
ttskw00009998	伸伸腿腿
ttskw00009999	换衣服穿
ttskw00010000	穿衣服穿裤子啊穿裤子了
ttskw00010001	穿裤子呸
ttskw00010002	裤子穿起来
ttskw00010003	咱们擦擦嘴
ttskw00010004	给你们擦擦干净啊
ttskw00010005	擦前胸擦后背
ttskw00010006	擦全身擦
ttskw00010007	咱们擦前胸擦前胸
ttskw00010008	擦前胸擦后背擦擦腿
ttskw00010009	我们要擦擦脸擦擦脸啊
ttskw00010010	水能不能烫不烫啊
ttskw00010011	来外面窗户关起来了
ttskw00010012	伸开这个这条腿来站起来
ttskw00010013	阿婆抬一下腿啊
ttskw00010014	舒缓一下运动
ttskw00010015	舒缓一下运动运
ttskw00010016	来来我们来来慢慢过来
ttskw00010017	这个力道怎么样呀
ttskw00010018	我们运动一动
ttskw00010019	我们捏一捏啊
ttskw00010020	我们就捏一捏啊
ttskw00010021	你们把裤子穿上啊
ttskw00010022	我们换条裤子啊
ttskw00010023	谁爱不穿衣服能开玩笑吗
ttskw00010024	我们要擦个手
ttskw00010025	我们擦个屁股啊
ttskw00010026	我们把屁股擦一擦啊
ttskw00010027	毛巾给你擦一擦啊
ttskw00010028	我们擦一下身
ttskw00010029	给脚上擦一下啊
ttskw00010030	想起来翻个身好不好
ttskw00010031	也不是我们擦擦香香啊
ttskw00010032	一个叫啊关门窗拉窗帘啊
ttskw00010033	我们脱一下衣服啊
ttskw00010034	我们脱下裤子啊
ttskw00010035	擦擦腿擦
ttskw00010036	你看擦一擦清新擦擦一下
ttskw00010037	擦擦脚擦一擦温水擦
ttskw00010038	上一下手抬一下腿
ttskw00010039	床柜铺铺床
ttskw00010040	床柜头铺床换床单
ttskw00010041	惠普铺床水温可以吗
ttskw00010042	跟着我伸手
ttskw00010043	我腿抬起来
ttskw00010044	因为洗个头嘛
ttskw00010045	头发洗干净了啊
ttskw00010046	你想我们就洗澡
ttskw00010047	你不是说我这个手势的力道可以吧
ttskw00010048	你擦干过来给你揉揉肩膀啊
ttskw00010049	嗯再用毛巾把头发擦擦干好了
ttskw00010050	我给你洗脸了啊
ttskw00010051	脸也擦好了
ttskw00010052	伸手就来
ttskw00010053	我军哎腿在抬一抬
ttskw00010054	我就按腿在抬一抬
ttskw00010055	我说抬一抬手
ttskw00010056	你说你舒服吧
ttskw00010057	人家说你舒服吧
ttskw00010058	说来我给你后背冲一冲来
ttskw00010059	两首来后背冲一冲啊
ttskw00010060	手抬起来搁这窝里一下冲冲
ttskw00010061	轻一点轻一点哈轻一点轻一点
ttskw00010062	小时候给你腿脚捏一下
ttskw00010063	腿脚逆向活动活动让血液循环
ttskw00010064	我给你揉擦
ttskw00010065	说我根据腿脚活动活动啊
ttskw00010066	我们先活动动作左腿好吧
ttskw00010067	左腿跟左右啊活动活动啊
ttskw00010068	血液流通了以后你就好走路
ttskw00010069	抬抬自己上下活动一下啊
ttskw00010070	活动你自己也要动一动
ttskw00010071	对手脚动一下啊
ttskw00010072	手抬抬手抬抬自己上下活动一下啊
ttskw00010073	给你擦擦干擦擦干
ttskw00010074	擦干以后我们再穿干净的衣服
ttskw00010075	上我们来把身把身上擦擦干
ttskw00010076	洗澡水温怎么样
ttskw00010077	冷不冷啊不冷啊
ttskw00010078	电脑啊舒服了对吧
ttskw00010079	活动活动品种感觉怎么样
ttskw00010080	你洗完我们就洗头好不好
ttskw00010081	后边擦我们就洗头了啊
ttskw00010082	我们在洗头
ttskw00010083	想亲嘴给你头发冲冲干净啊
ttskw00010084	你们洗个头吧
ttskw00010085	这回我们头发洗干净了啊
ttskw00010086	阿婆洗个头洗个身
ttskw00010087	我这样重不重不重
ttskw00010088	好好重要是太重了
ttskw00010089	哎人头不痒了
ttskw00010090	等一下再给你揉揉肩膀
ttskw00010091	把宝贝揉揉肩膀啊
ttskw00010092	再给你揉揉
ttskw00010093	给你走走肩好不好啊
ttskw00010094	我们把头颈擦一擦啊
ttskw00010095	你把脸擦擦
ttskw00010096	我用梳子给你头发梳梳好不好
ttskw00010097	后天我感觉好点了吗
ttskw00010098	力道正好
ttskw00010099	水温不冷冷不冷冷不冷冷不冷
ttskw00010100	冲了泡沫冲了泡沫冲了泡
ttskw00010101	洗头膏洗头膏
ttskw00010102	头皮痒不痒头皮痒不
ttskw00010103	累换件衣服换件衣服换件衣
ttskw00010104	换条裤子给老爷子
ttskw00010105	搅带一下阿姨来换件衣服
ttskw00010106	你家没来穿衣服
ttskw00010107	斗法擦擦过头发擦擦过头发
ttskw00010108	能不能能不能烫不烫烫不烫
ttskw00010109	水洗发水温可以吗
ttskw00010110	我想要洗洗脚洗洗脚
ttskw00010111	阿姨来洗洗脚洗
ttskw00010112	啊阿姨来洗洗脚洗洗脚洗洗脚
ttskw00010113	您不能坐起来
ttskw00010114	能不能坐起来能不能坐起来
ttskw00010115	阿姨手脚脚能带起来吗
ttskw00010116	把腿抬起
ttskw00010117	抬脚抬起来来
ttskw00010118	高点抬腿
ttskw00010119	我又给他换一个这个裤子
ttskw00010120	脱脱换裤子你就蹲尿这样式去了
ttskw00010121	腿伸直
ttskw00010122	皮肤干燥
ttskw00010123	你等一下皮肤干痒
ttskw00010124	这个沙发高的脚抬起来
ttskw00010125	来把这个脚线抬起来
ttskw00010126	慢点慢点慢点啊
ttskw00010127	你自己在腿上抬起去了啊
ttskw00010128	抬腿你看抬不动
ttskw00010129	自己抬腿抬到十个以上
ttskw00010130	不过家里冷吗
ttskw00010131	我是送外卖洗澡的是吧
ttskw00010132	要是洗澡的话
ttskw00010133	家里要是洗澡的话
ttskw00010134	现在洗澡
ttskw00010135	洗完澡舒服嘞
ttskw00010136	你洗完澡舒服了
ttskw00010137	我把大腿抬一抬腿出来了
ttskw00010138	那你的疼吗
ttskw00010139	腿在抬一抬腿上下抬一抬
ttskw00010140	轻重轻重可以
ttskw00010141	这边给你活动活动拍卖轻重可以吗
ttskw00010142	我们先来我们先穿裤子的吧
ttskw00010143	手脚都擦干擦擦谁也擦擦
ttskw00010144	伸上手抬下腿哟
ttskw00010145	换条裤子脱衣
ttskw00010146	嗯穿衣服
ttskw00010147	穿裤子七十五个一十九个
ttskw00010148	穿裤子去做活动屋的那个动物
ttskw00010149	脸上擦一擦一下
ttskw00010150	还有水温怎么样可以吗
ttskw00010151	烫不烫能不能水温正好
ttskw00010152	晚上关门关窗
ttskw00010153	此次有开空调
ttskw00010154	你把驾驶室脱衣服
ttskw00010155	还能走路吗
ttskw00010156	这边跟你活动好像拍的轻重可以吗
ttskw00010157	轻点哦哦轻点太重了是吧
ttskw00010158	腿脚捏一下活动活动让血液去
ttskw00010159	穿衣服等一下
ttskw00010160	伸出你的左手
ttskw00010161	怎么样怎么样冷不冷
ttskw00010162	把手抬一下啊
ttskw00010163	老婆不冷啊
ttskw00010164	你准备洗澡呀
ttskw00010165	洗澡的快递
ttskw00010166	我就穿衣服
ttskw00010167	你把它剪掉长裤的给它长裤穿起来
ttskw00010168	刚好水温刚好
ttskw00010169	伸下手腿下垂
ttskw00010170	穿衣服穿裤子需做工
ttskw00010171	穿衣服穿裤子需注意
ttskw00010172	温水茶浴吃水温水温怎么样
ttskw00010173	烫不烫怎么冷
ttskw00010174	关门大门疮
ttskw00010175	脱脱衣服
ttskw00010176	手上能抬起来吗
ttskw00010177	抬起来把腿抬起来来把腿抬起来
ttskw00010178	赶紧来把腿抬起来
ttskw00010179	把脚抬起来抬起来
ttskw00010180	我的来来来抬脚抬起来
ttskw00010181	抬起来啊
ttskw00010182	抬高腿
ttskw00010183	走走开始开始开始唉
ttskw00010184	往前走走啊
ttskw00010185	走走啊
ttskw00010186	往后走
ttskw00010187	往前走
ttskw00010188	把腿把这手往前拉
ttskw00010189	哎走走哎走往前走
ttskw00010190	走哎往前走啊
ttskw00010191	往前走啊
ttskw00010192	走啊走啊
ttskw00010193	大家往前走来走啊走啊
ttskw00010194	大家往前走啊
ttskw00010195	走啊走了往前走了
ttskw00010196	走啊走啊走啊走啊走啊
ttskw00010197	往前走来走啊
ttskw00010198	走啊走啊走啊走啊
ttskw00010199	走走往前走来
ttskw00010200	走哎走走走走走
ttskw00010201	往前走来抬起来
ttskw00010202	走往前走走啊走啊走啊走啊走啊
ttskw00010203	走走哎
ttskw00010204	走抬起来走
ttskw00010205	抬起来往前走
ttskw00010206	走走开脚来
ttskw00010207	走走快点往前走走走
ttskw00010208	快走走
ttskw00010209	往往上走往往上走来
ttskw00010210	往那么走
ttskw00010211	往左边扫一下来
ttskw00010212	往那边走走走走走走走走
ttskw00010213	走走走走走走走走走往前走
ttskw00010214	放出来走走走走走走走走走啊
ttskw00010215	往前走走
ttskw00010216	好再走好
ttskw00010217	你们走走走走走走走
ttskw00010218	往前走来走了
ttskw00010219	往前走啊走啊
ttskw00010220	走再走
ttskw00010221	往前走走往前走
ttskw00010222	来往前走来走走啊走啊
ttskw00010223	走走往前走来走往前走来走走
ttskw00010224	哎把屁股抬一下来
ttskw00010225	站起来往前走走
ttskw00010226	走走抬起来往前走走走走
ttskw00010227	这脚抬起来好好好好来
ttskw00010228	哎躺你就往下淌就行
ttskw00010229	快走走走
ttskw00010230	哎好好再躺
ttskw00010231	赶紧往前走来走走
ttskw00010232	过来抬起来走走
ttskw00010233	抬起来往前走走走走
ttskw00010234	往前走来走走走啊走啊
ttskw00010235	把那只手抬一下
ttskw00010236	那只手抬一下好了
ttskw00010237	沐浴好了好了
ttskw00010238	你穿衣服
ttskw00010239	把脚泡一下来吧
ttskw00010240	泡完脚好睡觉啊
ttskw00010241	洗脚了就不要擦上面了啊
ttskw00010242	抬腿高点抬起来抬
ttskw00010243	抬起来抬起来抬起来知道了
ttskw00010244	把刚抬抬腿高着抬往前走
ttskw00010245	抬过来抬都把腿抬起来
ttskw00010246	把腿抬起来往前迈步
ttskw00010247	抬脚往前走啊
ttskw00010248	伸手走走走啊
ttskw00010249	抬脚抬脚往前走来
ttskw00010250	手尽量伸展好
ttskw00010251	手伸开
ttskw00010252	他不会疼是吗
ttskw00010253	这个肩疼不疼
ttskw00010254	来伸下手伸下手伸手啊
ttskw00010255	冲掉泡沫打的地址
ttskw00010256	冲掉泡沫冲掉泡沫冲掉泡泡
ttskw00010257	洗头洗头膏
ttskw00010258	电吹风
ttskw00010259	那个电吹风
ttskw00010260	大脚带一下阿姨来换件衣服
ttskw00010261	黄条裤子黄条裤子
ttskw00010262	花条裤子啊
ttskw00010263	我换条裤子换条裤子换条裤子
ttskw00010264	这是个裤子打底裤的走了
ttskw00010265	阿姨穿衣服穿衣服穿衣
ttskw00010266	当然我多想试穿衣服
ttskw00010267	我的头发擦擦过头发
ttskw00010268	脚擦擦盖矣
ttskw00010269	洗发水按水温可以吗
ttskw00010270	可以温可以吗
ttskw00010271	冷不冷冷不冷烫不烫烫不烫啊
ttskw00010272	七夕脚洗洗脚洗洗脚
ttskw00010273	我阿姨能不能走路能不能走路
ttskw00010274	能不能走啊走走走走
ttskw00010275	阿姨来逮一下脚
ttskw00010276	阿姨逮一下脚
ttskw00010277	阿姨代一脚
ttskw00010278	你就是这个面带一下脚白一身
ttskw00010279	你的脚伸直不好按摩
ttskw00010280	来把腿伸下来
ttskw00010281	来看拍拍手啊
ttskw00010282	来穿裤子的啊来
ttskw00010283	来自己擦个眼睛啊
ttskw00010284	来给你先擦眼睛啊嗯先擦眼睛来
ttskw00010285	嗯擦一擦啊
ttskw00010286	一次不要轻易把它擦一擦啊
ttskw00010287	嗯再擦一遍啊
ttskw00010288	我就给你擦一下
ttskw00010289	不能穿衣服了
ttskw00010290	脚丫抬起
ttskw00010291	你坐一地热不热
ttskw00010292	奶奶洗澡了啊
ttskw00010293	奶奶洗澡了
ttskw00010294	洗澡了
ttskw00010295	我奶奶洗澡了
ttskw00010296	是不是不重不重
ttskw00010297	一二三这个衣服了吧
ttskw00010298	女生一二三一二三啊穿上了啊
ttskw00010299	把坐椅子上穿衣服
ttskw00010300	我把它擦干
ttskw00010301	乖乖的老奶奶擦擦脸
ttskw00010302	我们一二三站起来啊
ttskw00010303	烫不烫嗯烫啊
ttskw00010304	那开空调啊
ttskw00010305	给你开空调热乎热乎热乎儿啊
ttskw00010306	这头都不能抬抬起来的
ttskw00010307	抬一下腿穿裤
ttskw00010308	那是肢体宽边抬一下手
ttskw00010309	哪腿实体不方便抬一下手
ttskw00010310	穿裤子的鞋做跟衣鞋做跟衣
ttskw00010312	抬一下腿穿
ttskw00010313	沐浴露香
ttskw00010314	沐浴露香皂沐浴露香皂
ttskw00010315	穿裤子写作更衣
ttskw00010316	穿裤子送过来
ttskw00010317	呃穿一条裤子
ttskw00010318	协作更衣协作更衣协作更衣
ttskw00010319	伸伸手弯弯腰
ttskw00010320	抬腿你应该拍一拍
ttskw00010321	舒缓一下哦
ttskw00010322	洗一洗泡一泡
ttskw00010323	你还想洗澡
ttskw00010324	轻不轻的到怎么样
ttskw00010325	多么重轻不轻
ttskw00010326	我没有听清楚我们做被动运动
ttskw00010327	我们手擦一擦擦擦干
ttskw00010328	手洗一洗泡一泡脚
ttskw00010329	洗一洗脚后跟
ttskw00010330	洗一洗脚趾甲
ttskw00010331	洗脚地板洗一洗
ttskw00010332	搓一搓脚面
ttskw00010333	擦点护手霜叫擦擦干
ttskw00010334	动作拉伸痛不痛
ttskw00010335	舒缓一下被动嗯
ttskw00010336	舒缓一下年龄
ttskw00010337	轻不轻的都怎么样
ttskw00010338	帮我做跟我学
ttskw00010339	我被动运动
ttskw00010340	就是看我做跟我学
ttskw00010341	看我做跟我学看我做
ttskw00010342	捏捏拍一拍
ttskw00010343	额头擦一擦眼睛
ttskw00010344	把腿抬抬
ttskw00010345	左手抬一抬
ttskw00010346	心电舒服吗
ttskw00010347	今天给您按摩哈
ttskw00010348	擦一擦还行
ttskw00010349	胳膊伸起来把你伸起来嗯
ttskw00010350	头面部清洁梳理开始
ttskw00010351	头面部清洁
ttskw00010352	六十七六十八六十九
ttskw00010353	八十六十七
ttskw00010354	四五六七八九十十
ttskw00010355	七十六七十七
ttskw00010356	十三十五三十六三十七三十八三十
ttskw00010357	一二三四五
ttskw00010358	我试一下你这个穴位疼吗
ttskw00010359	擦擦干净啊我
ttskw00010360	把门关关好啊
ttskw00010361	嗯把门关关好
ttskw00010362	手伸直
ttskw00010363	这手伸直来
ttskw00010364	手伸直来
ttskw00010365	我去开车慢点
ttskw00010366	我跟着我学啊
ttskw00010367	喝点水要来外面把它咽下去
ttskw00010368	咽下去再喝大口一口啊
ttskw00010369	去左手抬抬
ttskw00010370	温水擦浴啊
ttskw00010371	这叫温水擦浴
ttskw00010372	还有交温水擦浴
ttskw00010373	穿上衣啊
ttskw00010374	用水擦用擦嘴
ttskw00010375	然后今年穿擦前胸擦后背啊
ttskw00010376	再擦前胸
ttskw00010377	试试毛巾洗干再擦一遍啊
ttskw00010378	给它温水擦一遍
ttskw00010379	再擦一遍
ttskw00010380	用水擦一擦腿
ttskw00010381	从上往下擦腿
ttskw00010382	擦干
ttskw00010383	温水擦浴擦干
ttskw00010384	额头脸上啊擦擦
ttskw00010385	关门关窗放热
ttskw00010386	这好脱衣服啊
ttskw00010387	抬手抬
ttskw00010388	脚脚抬一抬
ttskw00010389	抬腿抬脚
ttskw00010390	脚抬一抬
ttskw00010391	训练抬脚
ttskw00010392	抬抬腿活动活动在活动活动啊
ttskw00010393	像我们出门你也多穿衣服
ttskw00010394	正好的轻不轻
ttskw00010395	不轻力道怎么重不重
ttskw00010396	轻不轻轻不轻轻
ttskw00010397	正好的正好重不重重不重不重
ttskw00010398	正好的力气怎么样
ttskw00010399	脚已擦干
ttskw00010400	本次我服务的项目有整理床单位
ttskw00010401	铺床床铺换床单
ttskw00010402	我们泡泡脚泡泡脚
ttskw00010403	胳膊上面伸长
ttskw00010404	一个是手手指伸出来的
ttskw00010405	不要开空调呀
ttskw00010406	背头一定要伸下手
ttskw00010407	他请你洗澡
ttskw00010408	我请你洗澡看不到
ttskw00010409	换床单和被罩啊
ttskw00010410	我换枕套啊
ttskw00010411	床柜铺铺
ttskw00010412	那么也是我们先整理一下床单啊
ttskw00010413	我会把衣服脱
ttskw00010414	这个胳膊抬一下啊
ttskw00010415	二胡不冷吗
ttskw00010416	外婆冷不冷啊
ttskw00010417	洗头了啊
ttskw00010418	我来打点洗头膏啊
ttskw00010419	要吹头发了
ttskw00010420	嗯头发吹好了
ttskw00010421	你这要穿棉毛裤
ttskw00010422	等一下我把屁股上水擦一下好了
ttskw00010423	这个水温正好啊
ttskw00010424	先涂这边先涂好好手啊
ttskw00010425	把里面暖气先打开啊
ttskw00010426	等一下脱衣服不冷啊啊
ttskw00010427	打开进来脱衣服就不冷了
ttskw00010428	抬脚抬过来呗
ttskw00010429	但是你这个穿衣服
ttskw00010430	立立舒缓一下运动被动有不舒服吗
ttskw00010431	感觉力道怎么
ttskw00010432	你要到那边给你换换尿布啊
ttskw00010433	像这样给你穿衣服
ttskw00010434	换裤子你就削吧
ttskw00010435	关门拉窗户是右脚也不会抬了
ttskw00010436	宝宝们再抬抬胳膊啊
ttskw00010437	我们运动运动胳膊啊
ttskw00010438	我们运动运动腿啊
ttskw00010439	我们在运动运动腿啊来
ttskw00010440	我们再运动运动腿啊
ttskw00010441	你说说胳膊捏一捏啊
ttskw00010442	他每次给个按摩的时候
ttskw00010443	哎腿伸出来一条
ttskw00010444	亮亮真不冷不冷啊
ttskw00010445	不冷不冷不冷不冷啊
ttskw00010446	家里不冷是吧
ttskw00010447	痛啊痛不痛
ttskw00010448	脱裤子大便啊
ttskw00010449	左手自己伸进衣袖
ttskw00010450	胸前冲一冲胸前冲一胸前冲一冲
ttskw00010451	洗一洗冲一冲冲一冲
ttskw00010452	洗一洗冲一冲脖子冲一冲洗洗
ttskw00010453	洗洗冲一
ttskw00010454	右边冲一冲
ttskw00010455	洗洗冲一冲
ttskw00010456	擦点沐浴露
ttskw00010457	擦一点肥皂
ttskw00010458	腿打点肥皂
ttskw00010459	大腿根打点肥皂到脚踝骨
ttskw00010460	臀部打点肥皂
ttskw00010461	收完就收回来就开始洗澡呀
ttskw00010462	我等我洗澡的时候
ttskw00010463	穿衣服的时候我们先穿中侧
ttskw00010464	你穿裤子的时候也试了
ttskw00010465	这样裤子就穿起来了
ttskw00010466	擦擦干胸前洗一洗
ttskw00010467	擦擦干后背洗一洗冲一冲
ttskw00010468	擦擦干腿
ttskw00010469	我带你再擦一擦
ttskw00010470	全身擦擦干
ttskw00010471	擦擦干右边擦擦干
ttskw00010472	洗洗擦擦干擦擦干
ttskw00010473	我们把表面擦一擦脚底板
ttskw00010474	左边擦擦干脚
ttskw00010475	额头擦一擦脸颊擦一擦
ttskw00010476	床垫铺垫
ttskw00010477	他让我们来铺床床铺
ttskw00010478	原来说的是什么床铺一铺铺铺床啊
ttskw00010479	摇一摇抬一抬
ttskw00010480	给你融入各个人物的腿抬抬摇一摇
ttskw00010481	锻炼锻炼走一
ttskw00010482	等一等后你起来走一走
ttskw00010483	我说你起来走一走
ttskw00010484	我说现在给你做生活自理能力训练
ttskw00010485	我们现在继续做生活自理能力训练
ttskw00010486	换一换床单铺床铺整理干净
ttskw00010487	床铺一铺被子
ttskw00010488	给你床铺一铺被子叠一叠
ttskw00010489	铺一铺床铺
ttskw00010490	刚刚给你准备了一盆温水
ttskw00010491	洗洗手洗洗脚啊
ttskw00010492	给你洗洗手洗洗脚啊泡泡脚啊
ttskw00010493	你要说抬腿
ttskw00010494	走着慢慢啊慢慢走啊
ttskw00010495	老年人舒缓舒缓一下啊
ttskw00010496	毛巾洗洗澡擦
ttskw00010497	这样捏力的重不重啊
ttskw00010498	被运动运
ttskw00010499	被运动运动啊
ttskw00010500	播种最大捏一捏了捏一捏
ttskw00010501	穿裤子呃
ttskw00010502	穿衣服上身
ttskw00010503	穿衣服开窗
ttskw00010504	这叫协助更衣协助更衣穿衣服
ttskw00010505	来姐夫刚刚穿衣服啊
ttskw00010506	好穿衣服啊
ttskw00010507	穿上衣穿裤子
ttskw00010508	在穿裤子就拿一下
ttskw00010509	穿裤子好
ttskw00010510	左手抬起来脱衣服啊
ttskw00010511	协助工艺穿衣服
ttskw00010512	来穿穿衣服就叫学徒风
ttskw00010513	身上擦擦班啊
ttskw00010514	坐一下我就应该嗯擦前胸
ttskw00010515	擦前胸抬起来
ttskw00010516	擦前胸看后背啊
ttskw00010517	再把腿擦擦擦
ttskw00010518	您谢谢您的擦身啊
ttskw00010519	关窗啊关门关窗
ttskw00010520	脱上衣脱裤子了啊
ttskw00010521	再说抬抬腿蹬蹬腿
ttskw00010522	好好睡觉睡觉
ttskw00010523	活动活动脚趾头活动活动脚
ttskw00010524	趾头对脚趾头活动活动
ttskw00010525	末梢神经好动动动动脚动
ttskw00010526	活动活
ttskw00010527	脚踢脚底涌泉穴
ttskw00010528	抬抬胳膊抬抬手臂上下锻炼一下
ttskw00010529	哎慢一点慢一点
ttskw00010530	慢一点阿姨慢一点来
ttskw00010531	我觉得不一定要看舒服吧
ttskw00010532	阿姨不舒服就舒服啊
ttskw00010533	不舒服你就
ttskw00010534	放在哪里不舒服
ttskw00010535	还是疼
ttskw00010536	锻炼好了舒服吧
ttskw00010537	活动一下来继续锻炼啊
ttskw00010538	左手臂锻炼好了
ttskw00010539	锻炼一下右手臂
ttskw00010540	擦擦手也擦擦干净
ttskw00010541	再来擦一遍
ttskw00010542	擦三遍
ttskw00010543	擦擦脸擦擦干净啊
ttskw00010544	先去卫生间洗个脚啊
ttskw00010545	我们进去先洗个脚
ttskw00010546	你你也足三里舒缓一下膝关节后
ttskw00010547	你你竹山里舒缓一下西关节捏一捏
ttskw00010548	捏的痛不痛不痛了
ttskw00010549	舒缓一下踝关节倒过来了
ttskw00010550	膝关节舒缓一下啊
ttskw00010551	舒缓一下上海的炖鱼
ttskw00010552	来做做被动运动哦
ttskw00010553	能够做出被动运动
ttskw00010554	捏捏足三厘米穿舒悦更年轻
ttskw00010555	捏捏竹山的西
ttskw00010556	又缓一下膝关节
ttskw00010557	这里下个星期整理一下床铺
ttskw00010558	换被套整理
ttskw00010559	换床单换被套
ttskw00010560	整理下床铺整理一下
ttskw00010561	整理一下床铺
ttskw00010562	换被套整理一下
ttskw00010563	床铺整理好了啊
ttskw00010564	换床单换被套粘了一下啊
ttskw00010565	整理一下床铺换床单换被套
ttskw00010566	走一圈看看我看看这个力度够不够
ttskw00010567	包括发布屈哥痛不痛不痛不好意思
ttskw00010568	被动运动力道
ttskw00010569	奶奶天天这样揉一揉跟舒服点吧
ttskw00010570	嗯捏一捏揉一揉
ttskw00010571	爷爷抬腿
ttskw00010572	可能就是你你今天不洗澡了
ttskw00010573	你把那个手往上伸不要紧
ttskw00010574	你把手伸开
ttskw00010575	手掌伸开
ttskw00010576	我洗一下头
ttskw00010577	我们用这个来再来来一二三
ttskw00010578	按这个颈椎按揉颈椎线
ttskw00010579	就是这里啊哦我去给你走柔柔啊
ttskw00010580	把它揉通了
ttskw00010581	我就我就这里按这里啊
ttskw00010582	刮揉肩膀来走出来
ttskw00010583	我这里啊我这里按这里
ttskw00010584	你加件衣服啊
ttskw00010585	伸伸手弯弯腰抬抬腿啊
ttskw00010586	洗洗搓一洗脚面
ttskw00010587	手洗一洗
ttskw00010588	洗一洗手掌
ttskw00010589	先洗一洗
ttskw00010590	给你腿揉一揉啊
ttskw00010591	擦擦干手洗洗擦擦干
ttskw00010592	我们手擦擦干
ttskw00010593	擦点护手霜就擦擦干
ttskw00010594	叫擦擦干手擦擦干洗洗擦擦干
ttskw00010595	擦擦干脚
ttskw00010596	脚洗擦擦干
ttskw00010597	泡一泡脚面
ttskw00010598	指甲洗洗脚后跟
ttskw00010599	被罩换好
ttskw00010600	我们整理一下床铺
ttskw00010601	床铺一铺铺铺床
ttskw00010602	床铺铺床垫布的软硬适中
ttskw00010603	洗洗脚后跟
ttskw00010604	手洗一洗搓一搓泡一泡脚
ttskw00010605	泡一泡
ttskw00010606	洗洗脚趾甲
ttskw00010607	怎么样冷不冷
ttskw00010608	换一条裤子穿衣服穿裤
ttskw00010609	铺床床会铺铺床换床单
ttskw00010610	换枕套床被铺铺床换床单
ttskw00010611	擦的牙刷能不能站起来
ttskw00010612	看起来能不能走路能不能坐起来
ttskw00010613	坐跟我学
ttskw00010614	我们现在做被动运动啊
ttskw00010615	马上带你腿揉一揉啊
ttskw00010616	我们把嘴擦一擦
ttskw00010617	额头上汗擦一擦
ttskw00010618	床整理整理床铺一
ttskw00010619	我们铺铺床床铺一
ttskw00010620	把脚抬起来一个台词啊
ttskw00010621	来坐起来站起来站起来
ttskw00010622	活动不伸一下手抬下垂
ttskw00010623	拿擦身体
ttskw00010624	手脚上抬起来嘛
ttskw00010625	洗澡也洗好了
ttskw00010626	按按脚捏捏脚
ttskw00010627	这个屁按按腿
ttskw00010628	站起来前伸伸手伸伸腿走走看
ttskw00010629	走两步伸伸腿伸伸手
ttskw00010630	刚收一个空调到这两步痛不痛啊
ttskw00010631	你洗个脚呗啊
ttskw00010633	怎么我也去洗澡都没电了
ttskw00010634	来擦擦胳膊胳膊胳膊这
ttskw00010635	抬抬手袖子伸进去来看一下
ttskw00010636	你腿抬一下
ttskw00010637	吃饭是吧
ttskw00010638	我来喂你吃了吗
ttskw00010639	你不知道你还有点头疼不疼
ttskw00010640	喜欢的水擦干净舒服吧
ttskw00010641	怎么还没来咽下去了吧
ttskw00010642	好好好咽下去
ttskw00010643	咽下去我
ttskw00010644	把嘴巴里的饭咽下去啊
ttskw00010645	咽下去了
